Academic year,Transfer student?,School(s) at Northwestern,Residence,Member of Greek life?,Gender Identity,Gender Identity (not listed by survey),Race/Ethnicity,"Race/Ethnicity (if ""Multiracial"" was selected)",Member of the LGBTQ+ community?,Identify as TGNC (transgender or non-conforming)?,Receive need-based financial aid from Northwestern?,International student?,Identify as a first-generation college student?,Identify as a low-income student?,Do you ride a bike on campus?,Importance level: Improving mental health services available on campus,Importance level: Increasing the number of paid employees at CARE,Importance level: Increasing support for diversity and inclusion initiatives at Northwestern,Importance level: Providing increased transportation options to Chicago,"Importance level: Providing university-sponsored, late-night activities where alcohol is not served",Importance level: Improving off-campus street lighting,Importance level: Increasing the number of blue light stations around campus,Importance level: Constructing or designating additional gender neutral bathrooms around campus,Importance level: Increasing the amount of gender open housing on campus,Importance level: Designating a permanent space to low-income or first-generation identifying students,"Importance level: Improving Via (formerly ""Safe Ride"") by extending hours and adding additional drivers",Importance level: Constructing additional bike racks on campus,"Agreement with: ""I have never felt marginalized at NU""","Identities due to which you feel you have been marginalized (if ""Experience marginalization at NU"" was selected)","Settings in which you have experienced marginalization at Northwestern (if ""Experience marginalization at NU"" was selected)","Main source of community, support, and well-being","Main source of community, support, and well-being (other)",Would you like Northwestern to hold events to promote mental wellness on campus?,Would you find it useful for Northwestern to hold educational workshops on mental health/intervention skills?,Do you think Northwestern should require faculty to undergo Mental Health Awareness Training?,"Agreement with: ""It is important that CAPS hire staffers with diverse backgrounds""",Have you ever experienced a mental or physical health issue that has impacted your academic performance at NU?,Have you ever sought the services provided by CAPS?,What was the outcome of your treatment at CAPS?,"Agreement with: ""CAPS met or exceeded my expectations""","Agreement with: ""CAPS was beneficial to my mental health""",Why did CAPS not have a beneficial effect on your mental health?,"Do you have an ongoing, diagnosed, clinical health issue?",Are you registered with Accessible NU?,Have you used CAPS for a referral to an off-campus provider?,"Agreement with: ""I was referred to a professional in a timely manner""","Agreement with: ""CAPS assisted me in finding additional necessary resources (e.g. financial aid) for my treatment""","Agreement with: ""I had to change my class/extracurricular schedule in order to attend counseling off-campus""","Agreement with: ""The professional(s) I was referred to had adequate time to schedule sessions with me""","What resources, excluding CAPS, if any, do you utilize to support your well-being?","Agreement with: ""The university provides resources that allow me to partake in academic pursuits"" (if ""low-income or first-gen student)","Agreement with: ""The university provides resources that allow me to partake in extracurricular activities"" (if ""low-income or first-gen student)","Agreement with: ""I have been prevented from taking a class/academic activity for financial reasons"" (if ""low-income or first-gen student)","Agreement with: ""I have the necessary resources to interview at companies that I'm interested in"" (if ""low-income or first-gen student)","Agreement with: ""I have never financially struggled to purchase required academic software"" (if ""low-income or first-gen student)","Agreement with: ""It's important for Northwestern to continue to bring  peakers as a part of the Contemporary Thought Speaker Series""",Do you currently hold a paying job either on or off campus?,"Is your job, or one of your jobs, a work-study position?",Do you currently hold more than one paying job?,"How many paying jobs do you currently hold? (if ""I hold more than 1 paid position"" was selected)","Agreement with: ""I have never had to turn down a leadership position in a student organization due to work obligations""","Agreement with: ""I am heavily involved in one or more student organizations""","Hours per week you dedicate to the organizations (if ""Heavily involved in student organization(s)"" was selected)",Do you hold a leadership position in any of the organizations that you are involved with?,Are you aware of the existence of Northwestern's gender-open housing policy?,Are you currently in gender-open housing?,"If in gender-open housing, how would you rate your experience?","Agreement with: ""Northwestern should institute a gender-open dorm (as opposed to gender-open floors)""",Who is your landlord?,Who is your landlord?  (other),How satisfied are you with your living space?,Reasons for your dissatisfaction in living space,What platform(s) did you use in your search for your off-campus living?,What platform(s) did you use in your search for your off-campus living? (other),Do you have any dietary restrictions?,"Agreement with: ""There are always enough options for me at the dining halls"" (if ""Dietary restrictions"" was selected)",Please rate how satisfied you are with the current dining hall options.,Areas most important for Northwestern to focus on to improve its commitment to sustainability,"Agreement with: ""I commit myself to a sustainable lifestyle in my daily life (recycling, limiting water usage)""",Are you planning on voting in the 2020 Presidential Election?,How many school credits are you taking this quarter?,Where did you attend high school?,Do you own a Juul or vape?,Are you currently in a relationship?,Are you currently active on a dating app?,"Dating apps used (if ""Using dating app"" was selected)","Agreement with: ""I would recommend Northwestern to a younger sibling or friend."""
Fourth year,No,Weinberg,Off Campus,Yes,Cisgender woman,No answer,Multi-racial or Multi-ethnic,"White,Asian",No,No,No,No,No,No,Yes,Very important,Very important,Important,Neither important nor unimportant,Unimportant,Very important,Neither important nor unimportant,Important,Important,Neither important nor unimportant,Important,Neither important nor unimportant,Neither agree or disagree,No answer,No answer,"Club/Student Organization,IFC/PHA Greek Life,Friend group/Family",No answer,"Yes, very much","Yes, somewhat","Yes, very much",Strongly agree,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,None of the above.,No answer,No answer,Disagree,Agree,Agree,Agree,Yes,No,No,No answer,Agree,Strongly Agree,Between 10-15 hours,Yes,No,No,No answer,Strongly Agree,Other:,Maple Properties,Somewhat satisfied,No answer,Word of mouth,No answer,No,No answer,Unable to judge,"Clean Energy (e.g. solar energy, wind power, geothermal),Composting,Reducing container waste",Somewhat agree,Yes,5,US - East,No,Yes,No,No answer,Disagree
Third year,No,McCormick,Off Campus,No,Cisgender man,No answer,Asian,No answer,No,No,No,No,No,No,Yes,Important,Unable to Judge,Important,Important,Neither important nor unimportant,Important,Unimportant,Unable to Judge,Neither important nor unimportant,Unimportant,Important,Important,Neither agree or disagree,No answer,No answer,Friend group/Family,No answer,No preference,No preference,"Yes, somewhat",Somewhat agree,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,"Wellness-oriented student groups (WildChat, Active Minds, MARS/SHAPE, etc.),Exam Relief (5 min massage, therapy dogs, etc.)",No answer,No answer,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Yes,No,No,No answer,Disagree,Agree,Between 10-15 hours,Yes,Yes,No,No answer,Neither agree or disagree,Evanston Rentals and Management,No answer,Somewhat satisfied,No answer,Zillow.com,No answer,No,No answer,Neither satisfied nor dissatisfied,"Providing alternative student transportation options (e.g. biking, scooters etc.)",Somewhat agree,Yes,5.5,US - West,No,No,No,No answer,Agree
Fourth year,No,McCormick,Off Campus,No,Cisgender man,No answer,Asian,No answer,No,No,Yes,No,No,Yes,No,Very important,Very important,Very important,Very important,Neither important nor unimportant,Important,Important,Important,Important,Very important,Important,No answer,Neither agree or disagree,No answer,No answer,Friend group/Family,No answer,"Yes, somewhat","Yes, somewhat","Yes, somewhat",Strongly agree,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,"Exam Relief (5 min massage, therapy dogs, etc.)",Agree,Agree,Disagree,Agree,Disagree,Neither agree nor disagree,Yes,No,No,No answer,Disagree,Disagree,No answer,No answer,No,No,No answer,Neither agree or disagree,Stephens Family Limited Partnership,No answer,Somewhat satisfied,No answer,Word of mouth,No answer,No,No answer,Unable to judge,"Providing alternative student transportation options (e.g. biking, scooters etc.),Clean Energy (e.g. solar energy, wind power, geothermal),Composting,Reducing container waste",Somewhat agree,Yes,2,US - Midwest,No,No,No,No answer,Agree
Fifth year,No,"Weinberg,School of Communication",Commuter (living at home),Prefer not to answer,Cisgender man,No answer,White,No answer,No,No,No,No,No,No,Yes,Very important,Very important,Not at all important,Not at all important,Not at all important,Not at all important,Not at all important,Not at all important,Not at all important,Neither important nor unimportant,Not at all important,Not at all important,Strongly Disagree,"Race,Gender,Sexual Orientation","Student Organizations,Classroom or other academic setting","Club/Student Organization,IFC/PHA Greek Life,Friend group/Family,Dorm/neighborhood",No answer,No preference,No preference,"No, not really",Somewhat agree,Yes,Yes,The wait time for ongoing therapy was too long so I did not follow through.,Strongly disagree,Disagree,"The counseling I received did not adequately address my concerns or needs.,CAPS staff could not relate to my identities/experiences.,The wait was too long for me to follow through and receive help.",No,No answer,No,No answer,No answer,No answer,No answer,AccessibleNU,No answer,No answer,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,No,No answer,No answer,No answer,No answer,Strongly Agree,More than 20 hours,Yes,No,No,No answer,Neither agree or disagree,No answer,No answer,No answer,No answer,No answer,No answer,Yes,Strongly disagree,Dissatisfied,"Promoting sustainability culture (faculty, staff, and student workshops, peer education sustainability programs, Green Office program)",Somewhat agree,Yes,2,US - Midwest,No,No,Yes,"Bumble,Hinge,Tinder",Strongly Disagree
Third year,No,"Weinberg,Medill",Off Campus,Yes,Cisgender woman,No answer,White,No answer,No,No,No,No,No,No,No,Very important,Very important,Unimportant,Important,Not at all important,Very important,Very important,Not at all important,Unimportant,Very important,Very important,No answer,Strongly Agree,No answer,No answer,"IFC/PHA Greek Life,Friend group/Family",No answer,"No, not really","No, not really","Yes, very much",Strongly agree,Yes,Yes,The wait time for an initial consultation was too long so I did not follow through with the services.,Strongly disagree,Strongly disagree,The wait was too long for me to follow through and receive help.,Yes,Yes,No,No answer,No answer,No answer,No answer,"AccessibleNU,Exam Relief (5 min massage, therapy dogs, etc.)",No answer,No answer,Disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,No,No answer,No answer,No answer,No answer,Agree,Between 1-5 hours,No,No,No,No answer,Neither agree or disagree,Other:,No answer,Somewhat dissatisfied,"Faulty pipes/plumbing,Broken/unfixed items (cracked walls, lights, etc),Lengthy repairs,Rust,Distance to campus","Walking around Evanston looking for ""For Rent"" signs,Word of mouth,Zillow.com",No answer,Yes,No answer,Dissatisfied,"Clean Energy (e.g. solar energy, wind power, geothermal),Reducing container waste,LEED certified buildings, ENERGY STAR",Strongly agree,Yes,4,US - East,Yes,Yes,No,No answer,Agree
Second year,No,Weinberg,On Campus Residential College,No,Cisgender woman,No answer,Multi-racial or Multi-ethnic,"Black or African American,Hispanic or Latino",Yes,No,Yes,No,No,Yes,No,Very important,Very important,Very important,Important,Neither important nor unimportant,Very important,Very important,Very important,Important,Very important,Neither important nor unimportant,No answer,Disagree,"Race,Gender,Ethnicity,Socioeconomic Status",Classroom or other academic setting,"Friend group/Family,Dorm/neighborhood,Residential College",No answer,"Yes, somewhat","Yes, somewhat","Yes, very much",Strongly agree,Yes,No,No answer,No answer,No answer,No answer,Yes,No,No answer,No answer,No answer,No answer,No answer,None of the above.,Disagree,Disagree,Agree,Strongly disagree,Strongly disagree,Agree,No,No answer,No answer,No answer,No answer,Disagree,No answer,No answer,No,No,No answer,Agree,No answer,No answer,No answer,No answer,No answer,No answer,Yes,Strongly disagree,Extremely dissatisfied,"Providing alternative student transportation options (e.g. biking, scooters etc.),Promoting sustainability culture (faculty, staff, and student workshops, peer education sustainability programs, Green Office program),Clean Energy (e.g. solar energy, wind power, geothermal),Composting,Reducing container waste,LEED certified buildings, ENERGY STAR",Somewhat agree,Yes,No answer,US - Midwest,No,No,No,No answer,Strongly Agree
First year,No,Weinberg,On Campus Residential Hall,No,Cisgender woman,No answer,Multi-racial or Multi-ethnic,"White,Black or African American,Asian",Yes,No,Yes,No,No,Yes,No,Neither important nor unimportant,Neither important nor unimportant,Very important,Very important,Very important,Not at all important,Not at all important,Neither important nor unimportant,Neither important nor unimportant,Very important,Important,No answer,Disagree,"Race,Gender,Socioeconomic Status","Student Organizations,Classroom or other academic setting","Club/Student Organization,Friend group/Family,Academic Cohort (people in your major, PA group, Peer-Guided Study group),Dorm/neighborhood",No answer,"Yes, somewhat","Yes, somewhat","Yes, very much",Somewhat agree,No,No,No answer,No answer,No answer,No answer,No,No answer,No answer,No answer,No answer,No answer,No answer,Student Enrichment Services (SES),Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,No,No answer,No answer,No answer,No answer,Agree,Between 5-10 hours,No,No,No,No answer,Neither agree or disagree,No answer,No answer,No answer,No answer,No answer,No answer,Yes,Agree,Satisfied,"Providing alternative student transportation options (e.g. biking, scooters etc.),Promoting sustainability culture (faculty, staff, and student workshops, peer education sustainability programs, Green Office program),Reducing container waste",Strongly agree,Yes,4.5,US - West,No,No,No,No answer,Agree
Second year,No,McCormick,On Campus Residential Hall,No,Cisgender woman,No answer,Asian,No answer,No,No,Yes,No,No,No,No,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Very important,Important,Important,Important,Neither important nor unimportant,Neither important nor unimportant,Unimportant,Neither important nor unimportant,No answer,Agree,No answer,No answer,Friend group/Family,No answer,No preference,"No, not really","Yes, somewhat",Strongly agree,No,No,No answer,No answer,No answer,No answer,No,No answer,No answer,No answer,No answer,No answer,No answer,"Exam Relief (5 min massage, therapy dogs, etc.)",No answer,No answer,Agree,Strongly agree,Disagree,Neither agree nor disagree,Yes,No,No,No answer,Agree,Strongly Agree,Between 1-5 hours,Yes,Yes,No,No answer,Neither agree or disagree,No answer,No answer,No answer,No answer,No answer,No answer,No,No answer,Dissatisfied,"Promoting sustainability culture (faculty, staff, and student workshops, peer education sustainability programs, Green Office program),Clean Energy (e.g. solar energy, wind power, geothermal),Composting,Reducing container waste,LEED certified buildings, ENERGY STAR",Strongly agree,Yes,5.4,US - Midwest,No,No,No,No answer,Strongly Agree
Third year,No,School of Communication,Off Campus,No,Cisgender woman,No answer,White,No answer,No,No,Yes,Yes,No,Yes,Yes,Important,Unable to Judge,Important,Very important,Very important,Important,Unimportant,Very important,Very important,Neither important nor unimportant,Very important,Unimportant,Disagree,"Gender,Nationality,Socioeconomic Status","Classroom or other academic setting,Internship/Job search","Friend group/Family,Residential College",No answer,"No, not really","Yes, somewhat","Yes, very much",Strongly agree,Yes,Yes,I met with someone at CAPS and then was referred to an outside care person.,Strongly agree,Strongly agree,No answer,Yes,No,Yes,Strongly agree,Strongly agree,Strongly disagree,Agree,"Student Enrichment Services (SES),Exam Relief (5 min massage, therapy dogs, etc.)",Disagree,Agree,Agree,Unable to Judge,Strongly disagree,Unable to Judge,Yes,Yes,Yes,3,Disagree,Strongly Agree,Between 1-5 hours,Yes,Yes,No,No answer,Unable to judge,Other:,"CH Management, LLC",Somewhat satisfied,No answer,"Apartments.com,Places 4 Students",No answer,Yes,No answer,Satisfied,"Promoting sustainability culture (faculty, staff, and student workshops, peer education sustainability programs, Green Office program),Clean Energy (e.g. solar energy, wind power, geothermal),Composting",Strongly agree,Yes,4,International,No,Yes,No,No answer,Strongly Agree
Second year,No,Weinberg,On Campus Residential College,No,Cisgender woman,No answer,Multi-racial or Multi-ethnic,"White,Asian",No,No,Yes,No,No,No,No,Important,Important,Important,Important,Important,Very important,Important,Important,Important,Important,Important,No answer,Agree,No answer,No answer,"Club/Student Organization,Friend group/Family",No answer,"Yes, very much","Yes, somewhat","Yes, very much",Somewhat agree,No,No,No answer,No answer,No answer,No answer,No,No answer,No answer,No answer,No answer,No answer,No answer,None of the above.,No answer,No answer,Disagree,Neither agree nor disagree,Agree,Agree,Yes,Yes,Yes,2,Disagree,Strongly Agree,Between 15-20 hours,Yes,No,Yes,Extremely satisfied,Agree,No answer,No answer,No answer,No answer,No answer,No answer,No,No answer,Satisfied,"Providing alternative student transportation options (e.g. biking, scooters etc.),Promoting sustainability culture (faculty, staff, and student workshops, peer education sustainability programs, Green Office program),Clean Energy (e.g. solar energy, wind power, geothermal),Composting,Reducing container waste,LEED certified buildings, ENERGY STAR",Strongly agree,Yes,4,US - Midwest,No,No,No,No answer,Agree
Fourth year,No,"Weinberg,Medill",Off Campus,Yes,Cisgender woman,No answer,White,No answer,No,No,Yes,No,No,No,Yes,Very important,Very important,Very important,Important,Neither important nor unimportant,Important,Important,Important,Important,Very important,Important,Neither important nor unimportant,Disagree,Socioeconomic Status,"Greek Life,Student Organizations,Internship/Job search",Friend group/Family,No answer,"No, not really","No, not really","No, not really",Strongly agree,Yes,Yes,Other,Disagree,Unable to Judge,No answer,No,No answer,No,No answer,No answer,No answer,No answer,"Women's Center,CARE,Exam Relief (5 min massage, therapy dogs, etc.)",No answer,No answer,Strongly disagree,Neither agree nor disagree,Agree,Agree,Yes,Yes,Yes,3,Agree,Agree,Between 1-5 hours,Yes,No,No,No answer,Neither agree or disagree,Other:,Hinman Apartments,Somewhat satisfied,No answer,"Walking around Evanston looking for ""For Rent"" signs,Wildcat Pad,Zillow.com",No answer,No,No answer,Unable to judge,"Clean Energy (e.g. solar energy, wind power, geothermal),Composting,Reducing container waste,LEED certified buildings, ENERGY STAR",Neither agree nor disagree,Yes,No answer,US - Midwest,No,Yes,No,No answer,Agree
Third year,No,Weinberg,Off Campus,No,Cisgender woman,No answer,White,No answer,No,No,Yes,No,No,No,Yes,Very important,Very important,Very important,Important,Important,Very important,Neither important nor unimportant,Very important,Very important,Very important,Important,Important,Strongly Disagree,"Gender,Ability Status",Classroom or other academic setting,"Club/Student Organization,Friend group/Family",No answer,"Yes, very much","Yes, very much","Yes, very much",Strongly agree,Yes,Yes,I received the treatment I needed within CAPS.,Agree,Strongly agree,No answer,No,No answer,No,No answer,No answer,No answer,No answer,None of the above.,No answer,No answer,Disagree,Agree,Neither agree nor disagree,Agree,Yes,No,Yes,2,Disagree,Agree,Between 10-15 hours,No,Yes,No,No answer,Strongly Agree,Other:,No answer,Somewhat satisfied,No answer,"Apartments.com,Walking around Evanston looking for ""For Rent"" signs,Zillow.com",No answer,No,No answer,Neither satisfied nor dissatisfied,"Providing alternative student transportation options (e.g. biking, scooters etc.),Promoting sustainability culture (faculty, staff, and student workshops, peer education sustainability programs, Green Office program),Clean Energy (e.g. solar energy, wind power, geothermal),Composting,Reducing container waste,LEED certified buildings, ENERGY STAR",Somewhat agree,Yes,4.6,US - West,No,No,No,No answer,Agree
Second year,No,McCormick,On Campus Residential Hall,No,Cisgender woman,No answer,Multi-racial or Multi-ethnic,"White,Asian,Hispanic or Latino",No,No,Prefer not to answer,No,No,No,No,Very important,Very important,Very important,Very important,Important,Very important,Neither important nor unimportant,Very important,Very important,Very important,Very important,No answer,Disagree,Gender,"Classroom or other academic setting,Internship/Job search","Club/Student Organization,Friend group/Family,Academic Cohort (people in your major, PA group, Peer-Guided Study group)",No answer,"Yes, somewhat","Yes, somewhat","Yes, very much",Strongly agree,No,No,No answer,No answer,No answer,No answer,No,No answer,No answer,No answer,No answer,No answer,No answer,"Multicultural Center (MCC),Exam Relief (5 min massage, therapy dogs, etc.)",No answer,No answer,Disagree,Agree,Agree,Strongly agree,No,No answer,No answer,No answer,No answer,Strongly Agree,Between 15-20 hours,Yes,Yes,No,No answer,Disagree,No answer,No answer,No answer,No answer,No answer,No answer,No,No answer,Satisfied,"Providing alternative student transportation options (e.g. biking, scooters etc.),Promoting sustainability culture (faculty, staff, and student workshops, peer education sustainability programs, Green Office program),Clean Energy (e.g. solar energy, wind power, geothermal),Composting,Reducing container waste,LEED certified buildings, ENERGY STAR",Strongly agree,Yes,No answer,US - East,No,No,No,No answer,Strongly Agree
Third year,No,Weinberg,On Campus Greek Housing,Yes,Cisgender woman,No answer,Multi-racial or Multi-ethnic,"White,Asian",Yes,No,No,No,No,No,No,Important,Neither important nor unimportant,Important,Important,Neither important nor unimportant,Important,Unimportant,Neither important nor unimportant,Neither important nor unimportant,Important,Important,No answer,Disagree,Gender,"Greek Life,Classroom or other academic setting","IFC/PHA Greek Life,Friend group/Family",No answer,"Yes, very much","Yes, somewhat","Yes, very much",Somewhat agree,"Maybe, but I am unsure.",No,No answer,No answer,No answer,No answer,Yes,No,No answer,No answer,No answer,No answer,No answer,"Exam Relief (5 min massage, therapy dogs, etc.)",No answer,No answer,Neither agree nor disagree,Agree,Agree,Agree,No,No answer,No answer,No answer,No answer,Strongly Agree,Between 5-10 hours,Yes,No,No,No answer,Agree,No answer,No answer,No answer,No answer,No answer,No answer,No,No answer,Unable to judge,"Providing alternative student transportation options (e.g. biking, scooters etc.),Clean Energy (e.g. solar energy, wind power, geothermal),Composting,Reducing container waste,LEED certified buildings, ENERGY STAR",Somewhat agree,Not sure,4,US - East,No,It's complicated,No,No answer,Agree
Fourth year,No,Bienen,On Campus Residential Hall,No,Cisgender woman,No answer,White,No answer,No,No,Yes,No,No,Yes,No,Very important,Important,Important,Neither important nor unimportant,Unimportant,Important,Neither important nor unimportant,Neither important nor unimportant,Important,Neither important nor unimportant,Important,No answer,Neither agree or disagree,No answer,No answer,"Friend group/Family,Academic Cohort (people in your major, PA group, Peer-Guided Study group),Residential College",No answer,"Yes, very much","Yes, very much","Yes, somewhat",Somewhat agree,Yes,No,No answer,No answer,No answer,No answer,No,No answer,No answer,No answer,No answer,No answer,No answer,None of the above.,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Yes,Yes,Yes,3,Neither Agree nor Disagree,Strongly Agree,Between 1-5 hours,Yes,No,No,No answer,Neither agree or disagree,No answer,No answer,No answer,No answer,No answer,No answer,No,No answer,Unable to judge,"Promoting sustainability culture (faculty, staff, and student workshops, peer education sustainability programs, Green Office program),Clean Energy (e.g. solar energy, wind power, geothermal),Reducing container waste,LEED certified buildings, ENERGY STAR",Somewhat agree,Yes,6,US - West,No,Yes,No,No answer,Strongly Agree
Fourth year,No,Medill,Off Campus,No,Cisgender woman,No answer,White,No answer,No,No,Yes,No,No,No,No,Important,Important,Important,Very important,Unimportant,Neither important nor unimportant,Neither important nor unimportant,Important,Neither important nor unimportant,Important,Important,No answer,Disagree,Socioeconomic Status,"Greek Life,Student Organizations",Friend group/Family,No answer,No preference,No preference,No preference,Strongly agree,Yes,No,No answer,No answer,No answer,No answer,No,No answer,No answer,No answer,No answer,No answer,No answer,None of the above.,No answer,No answer,Agree,Disagree,Disagree,Neither agree nor disagree,Yes,Yes,No,No answer,Neither Agree nor Disagree,Strongly Disagree,No answer,No answer,Yes,No,No answer,Agree,Other:,No answer,Very satisfied,No answer,Word of mouth,No answer,Yes,No answer,Unable to judge,"Promoting sustainability culture (faculty, staff, and student workshops, peer education sustainability programs, Green Office program),Clean Energy (e.g. solar energy, wind power, geothermal),Composting",Somewhat agree,Yes,4,US - Midwest,No,Yes,No,No answer,Neither Agree nor Disagree
Third year,No,Weinberg,Off Campus,No,Cisgender woman,No answer,Asian,No answer,No,No,No,Yes,No,No,No,Very important,Important,Important,Neither important nor unimportant,Unimportant,Very important,Neither important nor unimportant,Important,Neither important nor unimportant,Important,Very important,No answer,Disagree,"Race,Gender,Ethnicity,Nationality","Classroom or other academic setting,Internship/Job search,Meeting with administration","Club/Student Organization,Friend group/Family",No answer,"Yes, somewhat","Yes, very much","Yes, very much",Strongly agree,Yes,Yes,The wait time for ongoing therapy was too long so I did not follow through.,Unable to Judge,Unable to Judge,No answer,No,No answer,No,No answer,No answer,No answer,No answer,"Exam Relief (5 min massage, therapy dogs, etc.)",No answer,No answer,Strongly disagree,Agree,Strongly agree,Unable to Judge,No,No answer,No answer,No answer,No answer,Strongly Agree,Between 15-20 hours,Yes,Yes,No,No answer,Agree,Evanston Rentals and Management,No answer,Very satisfied,No answer,"Word of mouth,Other:",Housing fair,No,No answer,Unable to judge,"Clean Energy (e.g. solar energy, wind power, geothermal),Reducing container waste,LEED certified buildings, ENERGY STAR",Somewhat agree,Yes,No answer,International,No,No,No,No answer,Agree
First year,No,Weinberg,On Campus Residential Community,No,Prefer not to answer,No answer,White,No answer,Yes,No,Yes,Yes,No,Yes,No,Important,Unable to Judge,Unable to Judge,Important,Neither important nor unimportant,Unable to Judge,Unimportant,Important,Important,Unimportant,Neither important nor unimportant,No answer,Strongly Agree,No answer,No answer,Friend group/Family,No answer,"Yes, somewhat","Yes, somewhat",No preference,Strongly agree,No,No,No answer,No answer,No answer,No answer,No,No answer,No answer,No answer,No answer,No answer,No answer,Student Enrichment Services (SES),Agree,Disagree,Strongly disagree,Agree,Strongly agree,Agree,Yes,No,Yes,2,Agree,Agree,Between 1-5 hours,No,No,No,No answer,Strongly Agree,No answer,No answer,No answer,No answer,No answer,No answer,Yes,Neither agree nor disagree,Satisfied,"Promoting sustainability culture (faculty, staff, and student workshops, peer education sustainability programs, Green Office program),Clean Energy (e.g. solar energy, wind power, geothermal),Reducing container waste,LEED certified buildings, ENERGY STAR",Strongly agree,"No, not eligible",5,International,No,No,No,No answer,Agree
Second year,No,SESP,On Campus Residential Community,No,Cisgender woman,No answer,Asian,No answer,No,No,Yes,No,No,Yes,No,Very important,Very important,Very important,Very important,Important,Very important,Important,Very important,Important,Unimportant,Very important,No answer,Strongly Disagree,"Race,Gender,Socioeconomic Status",Classroom or other academic setting,"Club/Student Organization,Friend group/Family",No answer,"Yes, very much","Yes, very much","Yes, somewhat",Strongly agree,Yes,Yes,I met with someone at CAPS and then was referred to an outside care person.,Agree,Agree,No answer,No,No answer,Yes,Agree,Agree,Disagree,Agree,"Exam Relief (5 min massage, therapy dogs, etc.)",Agree,Agree,Neither agree nor disagree,Disagree,Strongly disagree,Neither agree nor disagree,Yes,Yes,Yes,2,Disagree,Strongly Agree,Between 5-10 hours,Yes,Yes,No,No answer,Agree,No answer,No answer,No answer,No answer,No answer,No answer,No,No answer,Neither satisfied nor dissatisfied,"Promoting sustainability culture (faculty, staff, and student workshops, peer education sustainability programs, Green Office program),Clean Energy (e.g. solar energy, wind power, geothermal),Composting,Reducing container waste",Strongly agree,Yes,No answer,US - East,No,No,No,No answer,Agree
First year,No,Weinberg,On Campus Residential Hall,No,Cisgender woman,No answer,Hispanic or Latino,No answer,No,No,Yes,No,Yes,Yes,No,Very important,Very important,Very important,Very important,Neither important nor unimportant,Important,Neither important nor unimportant,Very important,Neither important nor unimportant,Very important,Very important,No answer,Disagree,"Race,Gender,Socioeconomic Status","Classroom or other academic setting,Internship/Job search","Club/Student Organization,Friend group/Family",No answer,"Yes, somewhat","Yes, somewhat","Yes, very much",Strongly agree,"Maybe, but I am unsure.",No,No answer,No answer,No answer,No answer,No,No answer,No answer,No answer,No answer,No answer,No answer,"Student Enrichment Services (SES),Exam Relief (5 min massage, therapy dogs, etc.)",Agree,Agree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Yes,No,No,No answer,Disagree,Agree,Between 1-5 hours,No,No,No,No answer,Neither agree or disagree,No answer,No answer,No answer,No answer,No answer,No answer,No,No answer,Dissatisfied,"Providing alternative student transportation options (e.g. biking, scooters etc.)",Somewhat agree,Yes,4.6,US - West,No,No,No,No answer,Neither Agree nor Disagree
Second year,No,McCormick,On Campus Residential College,No,Transgender man,No answer,Asian,No answer,Yes,Yes,No,Yes,No,No,Yes,Important,Unable to Judge,Very important,Very important,Important,Neither important nor unimportant,Unable to Judge,Very important,Very important,Unable to Judge,Important,Neither important nor unimportant,Agree,No answer,No answer,Friend group/Family,No answer,"Yes, somewhat","Yes, somewhat","Yes, very much",Strongly agree,No,No,No answer,No answer,No answer,No answer,No,No answer,No answer,No answer,No answer,No answer,No answer,"Exam Relief (5 min massage, therapy dogs, etc.)",No answer,No answer,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Yes,No,Yes,2,Agree,Agree,Between 5-10 hours,Yes,Yes,Yes,Satisfied,Strongly Agree,No answer,No answer,No answer,No answer,No answer,No answer,Yes,Agree,Satisfied,"Promoting sustainability culture (faculty, staff, and student workshops, peer education sustainability programs, Green Office program),Clean Energy (e.g. solar energy, wind power, geothermal),Composting,Reducing container waste,LEED certified buildings, ENERGY STAR",Strongly agree,"No, not eligible",4.6,International,No,No,Yes,Tinder,Agree
